Sway @Heading: 16 @SwayCoeffecients: [K_P: 8.0, K_I: 5.0, K_D: 3.5] @Depth: 0 @HeaveCoeffecients: [K_P: 10.0, K_I: 0.8, K_D: 0.5]
2011/01/01 06:29:36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
632.0,924.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16.0,632.0,924.0,62.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,16.0,632.0,924.0,102.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,16.0,632.0,924.0,143.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,632.0
924.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,632.0,924.0,225.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,16.0,632.0,924.0,266.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,16.0,632.0,924.0,307.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.0,632.0,924.0
348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
632.0,924.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16.0,632.0,924.0,429.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,16.0,632.0,924.0,470.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,16.0,632.0,924.0,511.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,632.0
924.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,632.0,924.0,593.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,16.0,632.0,924.0,633.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,16.0,632.0,924.0,674.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.0,632.0,924.0
715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
632.0,924.0,756.0,0.0,0.0,0.0,0.0,4.0,4.0
0.0,15.0,632.0,924.0,797.0,0.0,0.0,0.0,0.0
8.0,8.0,0.0,15.0,632.0,924.0,837.0,0.0,0.0
0.0,0.0,8.0,8.0,0.0,15.0,632.0,924.0,878.0
0.0,0.0,0.0,0.0,8.0,8.0,0.0,15.0,632.0
924.0,919.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0
15.0,632.0,924.0,960.0,0.0,0.0,0.0,0.0,8.0
8.0,0.0,15.0,632.0,924.0,1001.0,0.0,0.0,0.0
0.0,8.0,8.0,0.0,15.0,632.0,924.0,1042.0,0.0
0.0,0.0,0.0,12.0,12.0,0.0,14.0,632.0,924.0
1082.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,14.0
632.0,924.0,1123.0,0.0,0.0,0.0,0.0,16.0,16.0
0.0,14.0,632.0,924.0,1164.0,0.0,0.0,0.0,0.0
20.0,20.0,0.0,13.0,632.0,924.0,1205.0,0.0,0.0
0.0,0.0,24.0,24.0,0.0,13.0,632.0,924.0,1246.0
0.0,0.0,0.0,0.0,24.0,24.0,0.0,13.0,632.0
924.0,1287.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0
12.0,632.0,924.0,1328.0,0.0,0.0,0.0,0.0,32.0
32.0,0.0,12.0,632.0,924.0,1368.0,0.0,0.0,0.0
0.0,32.0,32.0,0.0,12.0,632.0,924.0,1409.0,0.0
0.0,0.0,0.0,36.0,36.0,0.0,11.0,632.0,924.0
1450.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,10.0
632.0,924.0,1491.0,0.0,0.0,0.0,0.0,48.0,48.0
0.0,10.0,632.0,924.0,1531.0,0.0,0.0,0.0,0.0
52.0,52.0,0.0,9.0,632.0,924.0,1572.0,0.0,0.0
0.0,0.0,56.0,56.0,0.0,9.0,632.0,924.0,1613.0
0.0,0.0,0.0,0.0,60.0,60.0,0.0,8.0,632.0
924.0,1654.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
7.0,632.0,924.0,1694.0,0.0,0.0,0.0,0.0,76.0
76.0,0.0,6.0,632.0,924.0,1735.0,0.0,0.0,0.0
0.0,84.0,84.0,0.0,5.0,632.0,924.0,1776.0,0.0
0.0,0.0,0.0,88.0,88.0,0.0,5.0,632.0,924.0
1817.0,0.0,0.0,0.0,0.0,92.0,92.0,0.0,4.0
