Sway @Heading: 54 @SwayCoeffecients: [K_P: 8.0, K_I: 5.0, K_D: 3.5] @Depth: 0 @HeaveCoeffecients: [K_P: 10.0, K_I: 0.8, K_D: 0.5]
2011/01/01 06:34:04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
608.0,924.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,54.0,608.0,924.0,63.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,54.0,608.0,924.0,105.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,54.0,608.0,924.0,146.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,608.0
924.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,608.0,924.0,230.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,54.0,608.0,924.0,272.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,54.0,608.0,924.0,313.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,54.0,608.0,924.0
355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
608.0,924.0,397.0,0.0,0.0,0.0,0.0,4.0,4.0
0.0,53.0,608.0,924.0,439.0,0.0,0.0,0.0,0.0
8.0,8.0,0.0,53.0,608.0,924.0,480.0,0.0,0.0
0.0,0.0,8.0,8.0,0.0,53.0,608.0,924.0,522.0
0.0,0.0,0.0,0.0,8.0,8.0,0.0,53.0,608.0
924.0,563.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0
53.0,608.0,924.0,605.0,0.0,0.0,0.0,0.0,8.0
8.0,0.0,53.0,608.0,924.0,646.0,0.0,0.0,0.0
0.0,8.0,8.0,0.0,53.0,608.0,924.0,688.0,0.0
0.0,0.0,0.0,8.0,8.0,0.0,53.0,608.0,924.0
730.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,53.0
608.0,924.0,771.0,0.0,0.0,0.0,0.0,8.0,8.0
0.0,53.0,608.0,924.0,813.0,0.0,0.0,0.0,0.0
8.0,8.0,0.0,53.0,608.0,924.0,855.0,0.0,0.0
0.0,0.0,8.0,8.0,0.0,53.0,608.0,924.0,897.0
0.0,0.0,0.0,0.0,8.0,8.0,0.0,53.0,608.0
924.0,938.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0
53.0,608.0,924.0,980.0,0.0,0.0,0.0,0.0,8.0
8.0,0.0,53.0,608.0,924.0,1022.0,0.0,0.0,0.0
0.0,8.0,8.0,0.0,53.0,608.0,924.0,1063.0,0.0
0.0,0.0,0.0,8.0,8.0,0.0,53.0,608.0,924.0
1105.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,53.0
608.0,924.0,1147.0,0.0,0.0,0.0,0.0,8.0,8.0
0.0,53.0,608.0,924.0,1189.0,0.0,0.0,0.0,0.0
8.0,8.0,0.0,53.0,608.0,924.0,1230.0,0.0,0.0
0.0,0.0,8.0,8.0,0.0,53.0,608.0,924.0,1272.0
0.0,0.0,0.0,0.0,8.0,8.0,0.0,53.0,608.0
924.0,1314.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0
53.0,608.0,924.0,1355.0,0.0,0.0,0.0,0.0,8.0
